Block Size (MB),Trial Num,Allocation Time (ms),Write Time (ms),Read Time (ms),Free Time (ms)
1000,84,5,2825811,2825751,19
1000,85,4,2825867,2825894,18
1000,86,5,2825837,2825785,18
1000,87,4,2825852,2825857,18
1000,88,4,2825857,2825775,18
1000,89,4,2825822,2825859,18
1000,90,5,2825832,2825892,15
1000,91,4,2825825,2825839,18
1000,92,5,2825843,2825780,18
1000,93,5,2825778,2825800,18
1000,94,4,2825751,2825779,18
1000,95,4,2825735,2825815,17
1000,96,5,2825819,2825801,18
1000,97,5,2825800,2825832,18
1000,98,4,2825895,2825817,18
1000,99,5,2825840,2825801,17
1000,100,5,2825767,2825774,19
